id;title;fonoteegi_nr;description;eetris;kestus;toimetajad;kategooria;esinejad;url;video
5258;PÄEVAKAJA NR. 18932.;RMARH-65365;"";28.02.2013;00:24:25;Lass Liisu;Päevakaja;"Lass Liisu, Pilv Aivar, Kiisler Indrek, Kõks Sulev, Ojakivi Mirko, Parts Juhan, Salme Janek, Palmer Jan, Vaher Ken-Marti, Seppik Ain, Milder Meelis, Kisseljova Ljubov, Nemzer Andrei, Lätt Hedvig, Piho Kail, Tiisler Alvar, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-18932;https://media.err.ee:80/arhiiv/@/AUDIO/a_65365_RMARHIIV.m4a
5259;PÄEVAKAJA NR. 18933.;RMARH-64835;"";01.03.2013;00:23:02;Vare Kai;Päevakaja;"Vare Kai, Reinsalu Urmas, Terras Riho, Rebane Mari, Ansip Andrus, Liive Sandor, Salme Janek, Voog Aivar, Rumm Hannes, Lass Liisu, Peetris Olev, Soopan Ivar, Vaino Maarja, Kompus Meelis, Kenk Olev, Rehemaa Aivar, Libe Taavi, Merilain Merike";https://arhiiv.err.ee/vaata/paevakaja-nr-18933;https://media.err.ee:80/arhiiv/@/AUDIO/a_64835_RMARHIIV.m4a
5260;PÄEVAKAJA NR. 18934.;RMARH-64893;"";02.03.2013;00:17:45;Lass Liisu;Päevakaja;"Lass Liisu, Friedemann Raili, Mäesalu Merle, Soopan Ivar, Altin Heilo, Ehrenpreis Piret, Kaldmaa Kätlin, Aarelaid Kai, Sinijärv Karl Martin, Vare Kai, Vadi Urmas, Dvinjaninov Andres, Kütt Feliks, Mihhailova Tanja, Vilgats Ester, Iljuštšenko Anna, Kilumets Juhan, Merilain Merike";https://arhiiv.err.ee/vaata/paevakaja-nr-18934;https://media.err.ee:80/arhiiv/@/AUDIO/a_64893_RMARHIIV.m4a
5261;PÄEVAKAJA NR. 18935.;RMARH-64998;"";03.03.2013;00:15:12;Karjatse Tõnu;Päevakaja;"Karjatse Tõnu, Reinson Jaan, Lukk Karin, Teppan Tiia, Ehrenpreis Piret, Õispuu Anna-Liisa, Männard Tarmo, Saard Külli, Hiiop Hilkka, Rebane Mari, Nõlvak Maido, Gaškov Ago, Meius Maile";https://arhiiv.err.ee/vaata/paevakaja-nr-18935;https://media.err.ee:80/arhiiv/@/AUDIO/a_64998_RMARHIIV.m4a
5262;PÄEVAKAJA NR. 18936.;RMARH-64999;"";04.03.2013;00:26:34;Karjatse Tõnu;Päevakaja;"Karjatse Tõnu, Voog Aivar, Kübar Urmo, Salme Janek, Arula Kalle, Ristal Katri, Kask Karin, Otsmaa Margitta, Vesi Tõnu, Roos Ingmar, Ehrenpreis Piret, Sirk Kaupo, Vilipuu Tõnu, Umboja Andrus, Võrklaev Mart, Martsep Maret, Jalast Eneken, Suder Inge, Loode Oliver, Tsõkarev Aleksei, Eentalu Riina, Libe Taavi, Pihl Valtrik, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-18936;https://media.err.ee:80/arhiiv/@/AUDIO/a_64999_RMARHIIV.m4a
5263;PÄEVAKAJA NR. 18937.;RMARH-65362;"";05.03.2013;00:24:09;Mälberg Mall;Päevakaja;"Mälberg Mall, Vitsur Heido, Palts Mait, Otsmaa Margitta, Vilks Andris, Ligi Jürgen, Tralla Johannes, Eamets Raul, Rohumaa Priit, Gaškov Ago, Volkov Peeter, Avarsalu Olav, Soone Triin, Palm Jaanika, Karjatse Tõnu, Kilumets Juhan, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-18937;https://media.err.ee:80/arhiiv/@/AUDIO/a_65362_RMARHIIV.m4a
5264;PÄEVAKAJA NR. 18938.;RMARH-65105;"";06.03.2013;00:23:32;Salme Janek;Päevakaja;"Salme Janek, Kiisler Siim-Valmar, Saar Vello, Raagmaa Garri, Mälberg Mall, Parts Juhan, Vapaavuori Jan, Tralla Johannes, Vare Kai, Pentus-Rosimannus Keit, Rohumaa Priit, Toom Uku, Põllu Ivar, Rosenthal Helgur, Varres Ardo Ran, Lätt Hedvig, Dingaan Michael, Grin Leonid, Pihl Valtrik, Tiisler Alvar, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-18938;https://media.err.ee:80/arhiiv/@/AUDIO/a_65105_RMARHIIV.m4a
5265;PÄEVAKAJA NR. 18939.;RMARH-65278;"";07.03.2013;00:23:57;Toom Uku;Päevakaja;"Toom Uku, Iva Kaia, Ansip Andrus, Rõivas Taavi, Pajo Raine, Heinam Urmo, Sobak Kristi, Särekanno Uku, Vaher Ken-Marti, Karkov Grum, Tralla Johannes, Jõpiselg Omar, Soopan Ivar, Nüganen Elmo, Pedajas Priit, Eentalu Riina, Plaser Martin, Libe Taavi, Merilain Merike";https://arhiiv.err.ee/vaata/paevakaja-nr-18939;https://media.err.ee:80/arhiiv/@/AUDIO/a_65278_RMARHIIV.m4a
5266;PÄEVAKAJA NR. 18940.;RMARH-65296;"";08.03.2013;00:23:48;Lass Liisu;Päevakaja;"Lass Liisu, Kokk Aivar, Riisalo Tiit, Ojakivi Mirko, Kallas Siim, Kisel Einari, Parts Juhan, Aleksejev Vladimir, Ponjatovski Vladislav, Aas Tõnu, Nikolajev Jüri, Kukke Moonika, Toom Uku, Tamm Aldo, Soopan Ivar, Mikk Arne, Lember-Bogatkina Valli, Rebane Mari, Tribuntsov Ralf, Kilumets Juhan, Sula Eva-Maria";https://arhiiv.err.ee/vaata/paevakaja-nr-18940;https://media.err.ee:80/arhiiv/@/AUDIO/a_65296_RMARHIIV.m4a
5267;PÄEVAKAJA NR. 18941.;RMARH-65297;"";09.03.2013;00:20:57;Salme Janek;Päevakaja;"Salme Janek, Tamm Jaan, Mälberg Mall, Savisaar Edgar, Tuus-Laul Marika, Sool Silvia, Mikelsaar Raik-Hiio, Avamägi Alari, Raave Riho, Ehrenpreis Piret, Stubbs Silas, Noor Rufina, Lätt Hedvig, Ojakäär Valter, Kristal Marko, Libe Taavi, Sula Eva-Maria";https://arhiiv.err.ee/vaata/paevakaja-nr-18941;https://media.err.ee:80/arhiiv/@/AUDIO/a_65297_RMARHIIV.m4a
5268;PÄEVAKAJA NR. 18942.;RMARH-65298;"";10.03.2013;00:15:07;Sobak Kristi;Päevakaja;"Sobak Kristi, Raudsepp Reet, Rist Piret-Päiv, Laatsarus, Ivanen Andrei, Tambu Peeter, Nikolajev Jüri, Raadik Enn, Lember Rein, Muld Margus, Merilain Merike";https://arhiiv.err.ee/vaata/paevakaja-nr-18942;https://media.err.ee:80/arhiiv/@/AUDIO/a_65298_RMARHIIV.m4a
5269;PÄEVAKAJA NR. 18943.;RMARH-65363;"";11.03.2013;00:24:01;Salme Janek;Päevakaja;"Salme Janek, Mihkelson Marko, Hanson Margus, Eesmaa Enn, Paet Urmas, Toom Uku, Kiisler Indrek, Ansip Andrus, Tusk Donald, Hiio Toomas, Sobak Kristi, Pars Ene, Talimaa Reet, Pakk Heiti, Rist Piret-Päiv, Niit Marek, Liinat Andres, Susi Joosep, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-18943;https://media.err.ee:80/arhiiv/@/AUDIO/a_65363_RMARHIIV.m4a
5270;PÄEVAKAJA NR. 18944.;RMARH-65364;"";12.03.2013;00:25:15;Mälberg Mall;Päevakaja;"Mälberg Mall, Luik Jüri, Mihkelson Marko, Toom Uku, Moskalkova Tatjana, Azimov Anvar, Paris Krister, Vaher Ken-Marti, Kiisler Indrek, Lepik Kristjan, Uudam Margus, Sobak Kristi, Politi Marco, Toode Ülle, Jäger Alar, Ots Anne-Ly, Otsmaa Margitta, Kõusaar Kadri, Karjatse Tõnu, Salm Jüri, Libe Taavi, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-18944;https://media.err.ee:80/arhiiv/@/AUDIO/a_65364_RMARHIIV.m4a
5271;Päevakaja: PÄEVAKAJA NR. 18945.;RMARH-65527;"";13.03.2013;00:25:17;Otsmaa Margitta;Päevakaja;"Otsmaa Margitta, Savisaar Edgar, Toobal Priit, Tallo Ivar, Lass Liisu, Käo Jüri, Mälberg Mall, Tarand Indrek, Padar Ivari, Verhofstadt Guy, Tralla Johannes, Sillaots Anne, Vilgats Ester, Ponjatovski Vladislav, Aas Tõnu, Nikolajev Jüri, Susi Marek, Tiitus Andrus, Pihlak Jaak, Laidoner Johan, Rist Piret-Päiv, Bereczki Urmas, Järvelaid Peeter, Eentalu Riina, Saluri Karl-Robert, Kilp Marko, Susi Joosep, Paljak Taimi";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-18945;https://media.err.ee:80/arhiiv/@/AUDIO/a_65527_RMARHIIV.m4a
5272;PÄEVAKAJA NR. 18946.;RMARH-65528;"";14.03.2013;00:24:52;Rebane Mari;Päevakaja;"Rebane Mari, Mikser Sven, Vakra Rainer, Reinsalu Urmas, Lass Liisu, Humal Kaie, Äärismaa-Unt Triin, Kaarjam Rosaali, Ojakivi Mirko, Sinijärv Karl Martin, Juur Mart, Rooste Jürgen, Adamsoo Martin, Võhmar Tauno, Gaškov Ago, Reinart Karin, Rozov Janek, Karjatse Tõnu, Karo Kaja, Ginter Jaan, Ehrenpreis Piret, Varrak Alar, Sõber Andres, Tiisler Alvar, Sula Eva-Maria";https://arhiiv.err.ee/vaata/paevakaja-nr-18946;https://media.err.ee:80/arhiiv/@/AUDIO/a_65528_RMARHIIV.m4a
5273;PÄEVAKAJA NR. 18947.;RMARH-65595;"";15.03.2013;00:25:37;Karjatse Tõnu;Päevakaja;"Karjatse Tõnu, Väling Kadri, Kiisler Indrek, Ansip Andrus, Tralla Johannes, Raag Ilmar, Muuli Kalle, Korv Neeme, Mälberg Mall, Sild Merli, Vissle Kaarel, Ilula Kaire, Ehrenpreis Piret, Kalm Valdo, Küla Mehis, Soopan Ivar, Toomistu Terje, Kiwa, Lätt Hedvig, Puri Sander, Libe Taavi, Paljak Taimi";https://arhiiv.err.ee/vaata/paevakaja-nr-18947;https://media.err.ee:80/arhiiv/@/AUDIO/a_65595_RMARHIIV.m4a
5274;PÄEVAKAJA NR. 18948.;RMARH-65596;"";16.03.2013;00:14:40;Sobak Kristi;Päevakaja;"Sobak Kristi, Metsla Ille, Kaup Janek, Rist Piret-Päiv, Kaimre Paavo, Laidmets Mart, Koitla Ene, Ojakivi Mirko, Laja Maris, Vunk Martin, Novosjolov Nikolai, Tiisler Alvar, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-18948;https://media.err.ee:80/arhiiv/@/AUDIO/a_65596_RMARHIIV.m4a
5275;PÄEVAKAJA NR. 18949.;RMARH-65664;"";17.03.2013;00:12:35;Toom Uku;Päevakaja;"Toom Uku, Mölder Jüri, Värk Priit, Võigemast Jüri, Ojakivi Mirko, Murula Hardi, Sokman Kalmer, Gaškov Ago, Oja Rein, Oja Tõnu, Otsmaa Margitta, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-18949;https://media.err.ee:80/arhiiv/@/AUDIO/a_65664_RMARHIIV.m4a
5276;PÄEVAKAJA NR. 18950.;RMARH-65665;"";18.03.2013;00:25:29;Salme Janek;Päevakaja;"Salme Janek, Kallas Siim, Maruste Rait, Toom Uku, Aleksejev Vladimir, Aas Tõnu, Nikolajev Jüri, Hoffmaister Alexander, Ligi Jürgen, Kiisler Indrek, Koppel Peeter, Karjatse Tõnu, Petrov Nikolai, Paris Krister, Ilves Toomas Hendrik, Rasmussen Anders Fogh, Tralla Johannes, Farkas Denes, Budak Adam, Arusoo Maria, Eentalu Riina, Tiisler Alvar, Kožišek Dušan, Susi Joosep, Libe Taavi, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-18950;https://media.err.ee:80/arhiiv/@/AUDIO/a_65665_RMARHIIV.m4a
5277;PÄEVAKAJA NR. 18951.;RMARH-65762;"";19.03.2013;00:24:49;Otsmaa Margitta;Päevakaja;"Otsmaa Margitta, Tõnurist Anu, Tiit Ene-Margit, Sobak Kristi, Palm Tõnu, Vare Kai, Mere Tarmo, Ojakivi Mirko, Nõgene Paavo, Ligi Jürgen, Pavlou Küllike, Vitsur Heido, Vaher Ken-Marti, Saarniit Jaak, Teslenko Jüri, Nikolajev Jüri, Ojakõiv Jaanika, Rüütli Tarmo, Kilumets Juhan, Paljak Taimi";https://arhiiv.err.ee/vaata/paevakaja-nr-18951;https://media.err.ee:80/arhiiv/@/AUDIO/a_65762_RMARHIIV.m4a
5278;PÄEVAKAJA NR. 18952.;RMARH-65763;"";20.03.2013;00:24:43;Vare Kai;Päevakaja;"Vare Kai, Seeder Helir-Valdor, Sobak Kristi, Vilo Jaak, Kaasik Ingrid, Kunnus Liina, Mattisen Heli, Ehrenpreis Piret, Rebane Mari, Arumäe Ruta, Koppel Peeter, Salme Janek, Ojakõiv Jaanika, Roots Jaanus, Ots Maivi, Dubovik Boris, Jagomägi Priit, Press Janek, Taro Igor, Vitsut Toomas, Välimäe Ülle, Kenk Olev, Klavan Ragnar, Kilumets Juhan, Sula Eva-Maria";https://arhiiv.err.ee/vaata/paevakaja-nr-18952;https://media.err.ee:80/arhiiv/@/AUDIO/a_65763_RMARHIIV.m4a
5279;PÄEVAKAJA NR. 18953.;RMARH-65889;"";21.03.2013;00:24:15;Otsmaa Margitta;Päevakaja;"Otsmaa Margitta, Palmer Jan, Raasuke Erkki, Rebane Mari, Mikser Sven, Ratas Jüri, Toom Uku, Sepp Edith, Maimik Andres, Kiisler Indrek, Medvedev Dmitri, Barroso Jose Manuel, Romanova Tatjana, Tüür Karmo, Utkin Sergei, Paris Krister, Vilgats Ester, Raudsepp Urmas, Mandel Jalmar, Klavan Ragnar, Tiisler Alvar, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-18953;https://media.err.ee:80/arhiiv/@/AUDIO/a_65889_RMARHIIV.m4a
5280;PÄEVAKAJA NR. 18954.;RMARH-65908;"";22.03.2013;00:23:28;Vare Kai;Päevakaja;"Vare Kai, Rebane Mari, Seeder Helir-Valdor, Aasa Ain, Klammer Indrek, Kenk Olev, Sepp Heili, Heldna Eerik, Kiisler Indrek, Merilo Sirje, Gaškov Ago, Hinsberg Hille, Otsmaa Margitta, Ansip Andrus, Fokina Tatjana, Gamazin Aleksandr, Kallas Kristiina, Nikolajev Jüri, Kaljundi Jüri, Raidvee Raivo, Karjatse Tõnu, Rüütli Tarmo, Tiisler Alvar, Paljak Taimi";https://arhiiv.err.ee/vaata/paevakaja-nr-18954;https://media.err.ee:80/arhiiv/@/AUDIO/a_65908_RMARHIIV.m4a
5281;PÄEVAKAJA NR. 18955.;RMARH-65910;"";23.03.2013;00:15:53;Sobak Kristi;Päevakaja;"Sobak Kristi, Rosenberg Marika, Aaviksoo Jaak, Võigemast Jüri, Ojakivi Mirko, Saar Darja, Sool Silvia, Roosileht Mare, Gaškov Ago, Rüütli Tarmo, Luuk Merili, Jõemaa Ülle";https://arhiiv.err.ee/vaata/paevakaja-nr-18955;https://media.err.ee:80/arhiiv/@/AUDIO/a_65910_RMARHIIV.m4a
5282;PÄEVAKAJA NR. 18956.;RMARH-65911;"";24.03.2013;00:14:19;Salme Janek;Päevakaja;"Salme Janek, Koidu Urmas, Koppel Karin, Mattiisen Dagmar, Mardi Urmas, Valk Anne, Ojakivi Mirko, Mälberg Mall, Viiklepp Piret, Uttendorf Anne, Tamra Kulvo, Gaškov Ago, Meius Maile";https://arhiiv.err.ee/vaata/paevakaja-nr-18956;https://media.err.ee:80/arhiiv/@/AUDIO/a_65911_RMARHIIV.m4a
5283;PÄEVAKAJA NR. 18957.;RMARH-65968;"";25.03.2013;00:24:54;Vare Kai;Päevakaja;"Vare Kai, Voog Aivar, Kiisler Indrek, Õispuu Leo, Kiisler Siim, Lukas Tõnis, Steinfeld Rein, Oras Mart, Karjatse Tõnu, Ojakivi Mirko, Nikolajev Jüri, Lannoo Karel, Rehn Olli, Tralla Johannes, Tiit Ene-Margit, Beltadze Diana, Martin Mati, Rannap Riinu, Rüütli Tarmo, Nabi Heiki, Libe Taavi, Merilain Merike";https://arhiiv.err.ee/vaata/paevakaja-nr-18957;https://media.err.ee:80/arhiiv/@/AUDIO/a_65968_RMARHIIV.m4a
5284;PÄEVAKAJA NR. 18958.;RMARH-65967;"";26.03.2013;00:25:23;Mälberg Mall;Päevakaja;"Mälberg Mall, Veerpalu Andrus, Alaver Mati, Pilv Aivar, Reeb Mathieu, Fischer Krista, Port Kristjan, Tiisler Alvar, Karis Alar, Oviir Mihkel, Mikser Sven, Toom Uku, Mäe Aivar, Vahter Tauno, Sepp Kaja, Eentalu Riina, Kiho Toomas, Ojakivi Mirko, Paljak Taimi";https://arhiiv.err.ee/vaata/paevakaja-nr-18958;https://media.err.ee:80/arhiiv/@/AUDIO/a_65967_RMARHIIV.m4a
5285;PÄEVAKAJA NR. 18959.;RMARH-66024;"";27.03.2013;00:25:27;Sobak Kristi;Päevakaja;"Sobak Kristi, Laar Mart, Palamets Hillar, Pajur Ago, Saluveer Aarne, Pao Bruno, Võhmar Tauno, Priks Priidu, Polma Gunnar, Otsmaa Margitta, Ojakivi Mirko, Kiisler Indrek, Muld Margus, Gaškov Ago, Sool Silvia, Taro Igor, Räni Riina, Teichmann Mare, Tomberg Ene, Mälberg Mall, Meres Koit, Veske Andres, Vabamägi Aare, Allik Jaak, Kotta Kerri, Simmo Kirsten, Karjatse Tõnu, Klavan Ragnar, Tiisler Alvar, Sula Eva-Maria";https://arhiiv.err.ee/vaata/paevakaja-nr-18959;https://media.err.ee:80/arhiiv/@/AUDIO/a_66024_RMARHIIV.m4a
5286;PÄEVAKAJA NR. 18960.;RMARH-66025;"";28.03.2013;00:23:16;Mälberg Mall;Päevakaja;"Mälberg Mall, Parts Juhan, Salme Janek, Taal Janar, Hallimäe Rain, Ojakivi Mirko, Nukka Viktor, Õunap Andres, Plešankov Fjodor, Gaškov Ago, Mäe Vahur, Vilgats Ester, Liiger Mare, Rüüson Ülle, Beekmann Lauri, Kenk Olev, Laande Alli, Eentalu Riina, Nurmsalu Kaarel, Libe Taavi, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-18960;https://media.err.ee:80/arhiiv/@/AUDIO/a_66025_RMARHIIV.m4a
5287;PÄEVAKAJA NR. 18961.;RMARH-66112;"";29.03.2013;00:15:41;Sobak Kristi;Päevakaja;"Sobak Kristi, Raadik Enn, Vilgats Ester, Lavrov Sergei, Paris Krister, Tüvi Kristi, Promm Sander, Eesmäe Elio, Kütt Üllar, Kenk Olev, Kilumets Juhan";https://arhiiv.err.ee/vaata/paevakaja-nr-18961;https://media.err.ee:80/arhiiv/@/AUDIO/a_66112_RMARHIIV.m4a
5288;Päevakaja: PÄEVAKAJA NR. 18962.;RMARH-66113;"";30.03.2013;00:15:41;Karjatse Tõnu;Päevakaja;"Karjatse Tõnu, Alandi Arni, Kosenkranius Romek, Vilgats Ester, Kinks Riho, Ojakivi Mirko, Kangur Kristjan, Voskoboinikov Vladimir, Luuk Merili, Sula Eva-Maria";https://arhiiv.err.ee/vaata/paevakaja-paevakaja-nr-18962;https://media.err.ee:80/arhiiv/@/AUDIO/a_66113_RMARHIIV.m4a
5289;PÄEVAKAJA NR. 18963.;RMARH-66184;"";31.03.2013;00:13:15;Toom Uku;Päevakaja;"Toom Uku, Jourdan Philippe, Põder Andres, Tartes Urmas, Annus Rita, Ojakivi Mirko, Murd Raivo, Nikolajev Jüri, Furssova Valentina, Gaškov Ago, Meius Maile";https://arhiiv.err.ee/vaata/paevakaja-nr-18963;https://media.err.ee:80/arhiiv/@/AUDIO/a_66184_RMARHIIV.m4a
5290;PÄEVAKAJA NR. 18964.;RMARH-66185;"";01.04.2013;00:25:00;Salme Janek;Päevakaja;"Salme Janek, Liivamägi Evelyn, Kiisler Indrek, Kand Taavi, Seeder Helir-Valdor, Vare Kai, Tekkel Mari, Kreitzberg Mari, Teuli Uljam, Gaškov Ago, Eensalu Riin, Krigul Ülo, Karjatse Tõnu, Tiisler Alvar, Susi Joosep, Kaukver Henri";https://arhiiv.err.ee/vaata/paevakaja-nr-18964;https://media.err.ee:80/arhiiv/@/AUDIO/a_66185_RMARHIIV.m4a
5291;PÄEVAKAJA NR. 18965.;RMARH-66428;"";02.04.2013;00:24:20;Mälberg Mall;Päevakaja;"Mälberg Mall, Valk Heinz, Lill Mari-Liis, Veidemann Rein, Arrak Jüri, Valton Arvo, Toom Uku, Merilo Sirje, Kalda Lembit, Gaškov Ago, Tikerpuu Anniki, Aru Andres, Tamm Alar, Palu Toomas, Vare Kai, Kostromin Pavel, Boerefijn Piet, Lankots Asso, Hämmal Jaanika, Volkov Joel, Kuningas Ahti, Karjatse Tõnu, Lepp Jüri, Libe Taavi, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-18965;https://media.err.ee:80/arhiiv/@/AUDIO/a_66428_RMARHIIV.m4a
5292;PÄEVAKAJA NR. 18966.;RMARH-66429;"";03.04.2013;00:24:33;Otsmaa Margitta;Päevakaja;"Otsmaa Margitta, Puusaag Jaan, Lang Rein, Pai Meelis, Lass Liisu, Josing Marje, Kuum Leev, Mälberg Mall, Sakkis Janek, Pilt Kalle, Kolk Toomas, Eelmäe Priit, Pintson Margit, Ööpik Mari-Liis, Soopan Ivar, Barkalaja Anzori, Hallik Martin, Laidmets Mart, Ojakivi Mirko, Elken Jaan, Karjatse Tõnu, Keel Avo, Ratnikov Sergei, Susi Joosep, Sula Eva-Maria";https://arhiiv.err.ee/vaata/paevakaja-nr-18966;https://media.err.ee:80/arhiiv/@/AUDIO/a_66429_RMARHIIV.m4a
5293;PÄEVAKAJA NR. 18967.;RMARH-66432;"";04.04.2013;00:23:24;Lass Liisu;Päevakaja;"Lass Liisu, Pai Meelis, Komissarov Kalju, Kiisler Indrek, Ligi Jürgen, Aben Madis, Kirsipuu Sven, Otsmaa Margitta, Mölder Holger, Läänemets Märt, Ehrenpreis Piret, Kiviorg Ivo, Sildna Helen, Karjatse Tõnu, Uustulnd Lembit, Sepp Rein, Muld Margus, Kanepi Kaia, Lamp Peeter, Luuk Merili, Paljak Taimi";https://arhiiv.err.ee/vaata/paevakaja-nr-18967;https://media.err.ee:80/arhiiv/@/AUDIO/a_66432_RMARHIIV.m4a
5294;PÄEVAKAJA NR. 18968.;RMARH-66443;"";05.04.2013;00:24:38;Toom Uku;Päevakaja;"Toom Uku, Voog Aivar, Pungal Mart, Kübar Urmo, Kiisler Indrek, Tõnupärt Risto, Juske Jaak, Mälberg Mall, Lass Liisu, Sarapuu Siim, Stein Seymor, Pössi Kari, MclEllan Eric, Karjatse Tõnu, Ansip Andrus, Paris Krister, Seli Neinar, Mägi Janar, Susi Joosep, Merilain Merike";https://arhiiv.err.ee/vaata/paevakaja-nr-18968;https://media.err.ee:80/arhiiv/@/AUDIO/a_66443_RMARHIIV.m4a
5295;PÄEVAKAJA NR. 18969.;RMARH-66444;"";06.04.2013;00:15:05;Otsmaa Margitta;Päevakaja;"Otsmaa Margitta, Tohv Asta, Tafenau Maido, Jakobson Mari-Liis, Kase Kajar, Rebane Mari, Leis Mari-Liis, Kruuse Urmas, Linntam Albert, Järvik Kalev, Ehrenpreis Piret, Mägi Paul, Bertman Dmitri, Puis Karmen, Lätt Hedvig, Kalmet Madis, Gaškov Ago, Lelov Marko, Kilumets Juhan";https://arhiiv.err.ee/vaata/paevakaja-nr-18969;https://media.err.ee:80/arhiiv/@/AUDIO/a_66444_RMARHIIV.m4a
5296;PÄEVAKAJA NR. 18970.;RMARH-66445;"";07.04.2013;00:15:43;Salme Janek;Päevakaja;"Salme Janek, Lobjakas Ahto, Soopan Ivar, Tralla Johannes, Avandi Märt, Rajalo Priit, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-18970;https://media.err.ee:80/arhiiv/@/AUDIO/a_66445_RMARHIIV.m4a
5297;PÄEVAKAJA NR. 18971.;RMARH-66524;"";08.04.2013;00:24:14;Salme Janek;Päevakaja;"Salme Janek, Laidre Margus, Sobak Kristi, Anvelt Andres, Nestor Eiki, Tamkivi Jaanus, Ratas Jüri, Nutt Mart, Toom Uku, Atonen Meelis, Kiisler Indrek, Sarv Kennet, Voog Aivar, Tammemägi Meelis, Elling Jaak, Eentalu Riina, Rõivassepp Kaspar, Venno Oliver, Libe Taavi, Merilain Merike";https://arhiiv.err.ee/vaata/paevakaja-nr-18971;https://media.err.ee:80/arhiiv/@/AUDIO/a_66524_RMARHIIV.m4a
5298;PÄEVAKAJA NR. 18972.;RMARH-66525;"";09.04.2013;00:22:09;Lass Liisu;Päevakaja;"Lass Liisu, Ilves Toomas Hendrik, Toom Uku, Ansip Andrus, Männik Jaan, Mälberg Mall, Metspalu Andres, Tsahkna Margus, Ehrenpreis Piret, Lõhmus Jaak, Taevas Jaak, Otsmaa Margitta, Kilumets Juhan, Paljak Taimi";https://arhiiv.err.ee/vaata/paevakaja-nr-18972;https://media.err.ee:80/arhiiv/@/AUDIO/a_66525_RMARHIIV.m4a
5299;PÄEVAKAJA NR. 18973.;RMARH-66622;"";10.04.2013;00:24:56;Otsmaa Margitta;Päevakaja;"Otsmaa Margitta, Mihkelson Marko, Salme Janek, Komissarov Kalju, Tõnisson Taavi, Karjatse Tõnu, Mertsina Tõnu, Sobak Kristi, Hansson Ardo, Eldermann Meelis, Jaaksoo Raimo, Gaškov Ago, Kasonen Tuuliki, Kruus Martin, Siitam Peep, Kütt Leo, Taro Igor, Kelk Indrek, Kilumets Juhan, Merilain Merike";https://arhiiv.err.ee/vaata/paevakaja-nr-18973;https://media.err.ee:80/arhiiv/@/AUDIO/a_66622_RMARHIIV.m4a
5300;PÄEVAKAJA NR. 18974.;RMARH-66623;"";11.04.2013;00:23:04;Vare Kai;Päevakaja;"Vare Kai, Olesk Eve, Rebane Mari, Puškov Aleksei, Parts Juhan, Kond Ragnar, Vaher Ken-Marti, Seeder Helir-Valdor, Palts Mait, Salme Janek, Kasmel Anu, Jesse Maris, Veske Andres, Leppiman Ando, Gaškov Ago, Zetterberg Seppo, Eentalu Riina, Luuk Merili, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-18974;https://media.err.ee:80/arhiiv/@/AUDIO/a_66623_RMARHIIV.m4a
5301;PÄEVAKAJA NR. 18975.;RMARH-66669;"";12.04.2013;00:23:47;Mälberg Mall;Päevakaja;"Mälberg Mall, Aeg Raivo, Anvelt Andres, Otsmaa Margitta, Pevkur Hanno, Aas Norman, Sool Silvia, Ligi Jürgen, Lass Liisu, Hololei Henrik, Tamm Jaan, Ehrenpreis Piret, Komissarov Kalju, Tartu Joonas, Gaškov Ago, Lõhmuste Toomas, Kaldoja Hans, Eentalu Riina, Raadik Andrus, Meitern Helve";https://arhiiv.err.ee/vaata/paevakaja-nr-18975;https://media.err.ee:80/arhiiv/@/AUDIO/a_66669_RMARHIIV.m4a
5302;PÄEVAKAJA NR. 18976.;RMARH-66709;"";13.04.2013;00:17:45;Lass Liisu;Päevakaja;"Lass Liisu, Miljand Margo, Helme Mart, Vare Kai, Lõhmus Maarja, Pihl Kristjan, Ojakivi Mirko, Soomets Maria, Annus Robert, Lätt Hedvig, Taalmaa Indrek, Tennosaar Liina, Vilgats Ester, Uibo Maicel, Kristal Marko, Libe Taavi, Merilain Merike";https://arhiiv.err.ee/vaata/paevakaja-nr-18976;https://media.err.ee:80/arhiiv/@/AUDIO/a_66709_RMARHIIV.m4a
